product_id,product_name,product_season,ListPurchasePrice,ListSellingPrice
1,SolSommarVentil,Summer,73.49258963296482,74.48741534511133
2,BatteriGrillBevattning,Summer,88.54089526938871,91.34726972697311
3,SommarPumpPool,Summer,68.19775037434778,70.0571801369083
4,ReläFläktVärme,Summer,56.63824649693461,60.1144792181072
5,SommarMotorBevattning,Summer,57.95220471331483,59.82788720662942
6,SolGrillResistor,Summer,54.880581885195944,55.057034546460606
7,FläktSolTransformator,Summer,57.316084499486735,64.54419641547248
8,BevattningPumpVärme,Summer,62.584722459852685,66.67883972903887
9,BevattningFläktSkärm/Display,Summer,69.01147029930813,69.9624476551298
10,FläktBevattningAnslutningar,Summer,58.87672946112983,59.3097162062338
11,GrillKondensatorVärme,Summer,82.69228681321607,83.3402806289782
12,SensorSommarKonditionering,Summer,62.85173350483702,64.72526823181249
13,KonditioneringVentilFläkt,Summer,70.46068644337075,73.58967381185543
14,VärmeGrillDriftsystem,Summer,86.56986758051406,86.68984409881892
15,SolKonditioneringAutomatisering,Summer,94.15756805933319,94.65811972121276
16,KonditioneringBevattningLED,Summer,80.5582286871737,80.73708733931721
17,TransformatorBevattningSol,Summer,91.42260849853174,95.3279400015817
18,FläktKondensatorPool,Summer,56.54322842967004,58.105736345619846
19,FläktStrömbrytareKonditionering,Summer,94.64613786942434,96.28416645719695
20,FläktPoolPump,Summer,83.11956629756286,83.18442977567544
21,VentilPoolKonditionering,Summer,82.90286523440085,85.13646904271722
22,SommarSolKrets,Summer,76.3141037891936,84.16106296527528
23,FläktVärmeLED,Summer,84.46039589158842,87.95186140724326
24,SolBevattningBatteri,Summer,63.501921135370935,65.04952327141284
25,PoolGrillVäxellåda,Summer,65.83898814679304,66.77441993353567
26,AxelUppvärmningSkörd,Fall,90.9084086579017,94.39850739791797
27,HöstAutomatiseringVind,Fall,58.542394420959596,66.76020172804081
28,VindAxelUppvärmning,Fall,86.30493160103774,93.59455972963441
29,BatteriHöstBeskärning,Fall,52.16433957602234,53.273332255965556
30,VindLövSkärm/Display,Fall,56.32315901444235,57.97948892195007
31,Skärm/DisplayLövblåsareLöv,Fall,50.135909721083486,51.509466452704295
32,SkördVindFläkt,Fall,70.39202032070683,75.008941651499
33,DriftsystemLövUppvärmning,Fall,82.57640679292709,86.6038748094893
34,BeskärningKabelLöv,Fall,64.0623065133037,64.73062497969131
35,HöstSensorBeskärning,Fall,82.72556484338654,84.9954708581718
36,HöstVäxellådaUppvärmning,Fall,62.55692905826731,62.647592717781286
37,UppvärmningFuktighetTrådlöst,Fall,70.12384168938912,70.23902056667878
38,UppvärmningBeskärningKrets,Fall,93.36852708163678,93.50145379062643
39,HöstStrömbrytareLövblåsare,Fall,74.55762211375605,75.36675826687944
40,MotorBeskärningHöst,Fall,65.26095345674095,66.4195883928986
41,VindKretsFuktighet,Fall,68.76907657756124,68.78107539101018
42,VindFuktighetTransformator,Fall,86.04529017131227,86.26188469704474
43,DiagnosverktygSkördHöst,Fall,68.71103614625784,75.05324664798657
44,FuktighetVindFjärrkontroll,Fall,92.3578364875398,95.65095534074189
45,UppvärmningSkördKabel,Fall,79.12125819388386,83.83097331683271
46,VindBatteriUppvärmning,Fall,80.88629732998409,90.433524360005
47,HöstLövDriftsystem,Fall,69.68551951463084,79.92891350895746
48,UppvärmningBeskärningStrömbrytare,Fall,58.68937221268493,59.68306230056078
49,VentilUppvärmningFuktighet,Fall,96.58388251934224,98.13944590663583
50,LövLEDUppvärmning,Fall,52.983302378811615,64.24184242344322
51,GräsBevattningKrets,Spring,71.36277678647282,75.64556385475586
52,VårBevattningFjärrkontroll,Spring,84.86200308594724,86.96511558258136
53,KretsRengöringKlippare,Spring,94.74349079152452,96.44079742464325
54,KabelSkottGräs,Spring,99.4839258523353,102.85694275456636
55,uftrenareDriftsystemBevattning,Spring,53.44838158495369,54.98035283539249
56,ProgrammeringuftrenareBevattning,Spring,57.771821971879824,58.49250340772366
57,RengöringPollenTransformator,Spring,64.61728849577432,69.70680125807739
58,KlippareVårRelä,Spring,66.94322741377408,68.61032970099589
59,uftrenareBevattningSkärm/Display,Spring,69.36069806027189,69.53384129094343
60,SkottKlippareFjärrkontroll,Spring,56.184747781521274,56.21137493075912
61,DriftsystemPollenGräs,Spring,84.20431160671319,86.41239670414697
62,BevattningResistoruftrenare,Spring,75.2785970593537,76.13859324373449
63,BevattningProgrammeringRengöring,Spring,85.29632082078501,86.79073313807253
64,RengöringSkärm/DisplayVår,Spring,65.48200828660866,67.8048670534557
65,RengöringGräsTrådlöst,Spring,68.13638827736905,68.70836505637558
66,BevattningAnslutningaruftrenare,Spring,87.47255316849018,89.58793965261398
67,GräsPumpKlippare,Spring,84.67037761666964,85.89507495256717
68,ResistorSkottVår,Spring,84.93341256892649,88.31787108361051
69,GräsTransformatoruftrenare,Spring,92.5903152205658,97.71872481680016
70,BevattningVäxellådaGräs,Spring,89.3385871500811,93.35468907363243
71,BevattningVårPump,Spring,82.8246094127631,89.7959310140901
72,VårRengöringDriftsystem,Spring,67.86189969778627,70.64652464286429
73,AutomatiseringuftrenareKlippare,Spring,78.8791638270806,79.94188518647819
74,VårVäxellådaKlippare,Spring,88.04583745027685,90.8496240027553
75,MotorBevattningVår,Spring,73.53005149751208,78.97429362579781
76,BelysningInomhusKabel,Winter,99.98067958745924,104.21483451788525
77,IsVärmareDriftsystem,Winter,52.990310229746804,54.499930831451564
78,ReläSlungaVärmare,Winter,94.32528410230992,102.35769349930618
79,JulSkärm/DisplayVärmare,Winter,82.40366033925842,86.44819319195189
80,SnöLEDSlunga,Winter,83.23059065753182,83.40877175087718
81,StrömbrytareIsBelysning,Winter,66.33172408921965,68.68245638036981
82,IsSnöSkärm/Display,Winter,69.46285184797205,70.04956256865856
83,InomhusElfiltStrömbrytare,Winter,83.73301164679492,84.6755858722374
84,MikrokontrollerElfiltIs,Winter,70.88925216943952,72.33730612039565
85,BelysningMikrokontrollerIs,Winter,53.73797017045776,54.855123866509444
86,BelysningInomhusKabel,Winter,92.69204000470532,94.55875651197185
87,SnöVärmareMotor,Winter,92.51632343232467,94.7275990836846
88,BelysningElfiltResistor,Winter,94.1011670742957,96.5211382466759
89,SnöBelysningKabel,Winter,65.12467005444597,69.83388332267702
90,PumpSlungaIs,Winter,52.22174599752477,54.569224523513185
91,SnöAxelIs,Winter,87.15336067511186,92.8696058231396
92,JulTransformatorElfilt,Winter,70.96808442480888,79.62027116117764
93,ElfiltKondensatorVärmare,Winter,58.51533410182769,59.05169790639309
94,KabelElfiltSlunga,Winter,50.76853869179272,51.33441180804316
95,ElfiltJulVäxellåda,Winter,88.32897888474767,92.02464081639637
96,ElfiltJulPump,Winter,94.1977333671112,96.29879902086648
97,KabelBelysningIs,Winter,61.57655233291858,70.87874901293776
98,BelysningKretsElfilt,Winter,57.85919991441124,62.2870825287303
99,IsSnöTrådlöst,Winter,62.77861563116965,69.23326549347301
100,SnöBelysningResistor,Winter,81.08583730392213,85.13790369091325
101,AnslutningarAutomatiseringKrets,General,96.58027097509373,96.70090484493014
